feature,b,q_eff,I_raw,I_mm,I_null_mean,I_null_p95,perm_p,I_corrected,NMI_corrected,I_corrected_mmnull,I_null_mm_mean
B3,5,32,1.979333540340198,1.6463111522804947,1.736418787791722,1.7473540161134133,0.0,0.0,0.0,0.289531223763827,1.3567799285166677
B3,6,64,2.7296014908419473,2.345672919413376,2.580213974143405,2.58806416117952,0.0,0.0,0.0,0.18049115031616925,2.165181769097207
B3,7,128,3.5846060674342333,3.1716263232977724,3.498838054179314,3.505748666119278,0.0,0.0,0.0,0.10473234338995896,3.0668939799078134
B3,8,256,4.509503788634481,4.085107910880394,4.456742967759758,4.461031514340889,0.0,0.0,0.0,0.06498985427912807,4.020118056601266
B4,1,2,0.36909754798331207,0.3354266169243214,0.06317604811449078,0.06739569650815262,0.0,0.2722505688098306,0.027574022368216107,0.3138501601389006,0.02157645678542079
B4,2,4,0.6685785539835685,0.5812029320930208,0.20033547492535547,0.20840387951977313,0.0,0.3808674571676653,0.038574934220257096,0.5004598967554411,0.08074303533757966
B4,3,8,0.9797368377249605,0.8140918483859387,0.4992786826596688,0.5110275395990218,0.0,0.31481316572626994,0.03188483796927753,0.539193052009143,0.27489879637679565
B4,4,16,1.4065921340865408,1.1526831077894535,1.021066830115215,1.033384571575634,0.0,0.13161627767423845,0.013330330953856755,0.4489325978590297,0.7037505099304238
B4,5,32,2.0110843240953447,1.6831259019205032,1.7371034300484975,1.746861257520179,0.0,0.0,0.0,0.325517630009889,1.3576082719106142
B4,6,64,2.7573011167495594,2.378392090452474,2.5804043338567664,2.5896991521284374,0.0,0.0,0.0,0.2129637693888844,2.1654283210635894
B4,7,128,3.6064171314214413,3.197968304129329,3.4986351986842443,3.5047487248094975,0.0,0.0,0.0,0.1313249320264651,3.066643372102864
B4,8,256,4.515651282714311,4.092410344548,4.456679842198975,4.461180153455015,0.0,0.0,0.0,0.0723729597051026,4.020037384842897
B5,1,2,0.3514048089299777,0.3166677797899631,0.06284247569644313,0.06723469451695605,0.0,0.25382530409351994,0.02570787875041255,0.2954260059414243,0.021241773848538745
