feature,b,q_eff,I_raw,I_mm,I_null_mean,I_null_p95,perm_p,I_corrected,NMI_corrected,I_corrected_mmnull,I_null_mm_mean
B5,2,4,0.5824547265284519,0.48851981528584965,0.20003170433449843,0.21517786805471353,0.0,0.2884881109513512,0.034340227489209375,0.407850783535177,0.08066903175067264
B5,3,8,0.885685537533849,0.7095267604135334,0.4982542317879606,0.5221437999002032,0.0,0.21127252862557278,0.02514885854844164,0.43525859864529715,0.2742681617682362
B5,4,16,1.3349476902642028,1.070771161664597,1.0198562055704687,1.0424294133992458,0.0,0.050914956094128216,0.006060669776337211,0.3672420024452141,0.7035291592193829
B5,5,32,1.9513821640344435,1.6169393632454891,1.7351539046103426,1.7515468513610997,0.0,0.0,0.0,0.2593101134674938,1.3576292497779954
B5,6,64,2.7110386953592087,2.329505164787218,2.579007730822413,2.592851862548838,0.0,0.0,0.0,0.1608271923474467,2.168677972439771
B5,7,128,3.562161237975978,3.1548634076012245,3.4969580733947088,3.5071875597724556,0.0,0.0,0.0,0.08024939239192053,3.074614015209304
B5,8,256,4.48375179948272,4.0739884858732545,4.454690080685336,4.461698663541044,0.0,0.0,0.0,0.036226413077462105,4.037762072795792
CPP,1,2,0.37528453408102713,0.3413841396037096,0.0628531073668869,0.07058942526331036,0.0,0.27853103223682274,0.03315498506428833,0.32005593361749407,0.021328205986215522
CPP,2,4,0.710002049711477,0.6261756197312014,0.19870249218208802,0.21248080225931182,0.0,0.4274731275491134,0.05088433071696265,0.5469257902710063,0.07924982946019511
CPP,3,8,1.0415447947850982,0.881781481175631,0.5007710325106741,0.5206914722540101,0.0,0.3810104486649569,0.04535363845592497,0.6046174506373441,0.277164030538287
